"id"	"VerbLoc"	"LocID"	"Lat"	"Long"	"LatLongP"	"CoordProto"	"ElevMin"	"ElevMax"	"Country"	"CountryCod"	"Munici"	"Provin"
1695	"VIENNE 4"	"VIENNE4"	48,18	16,53	0,100	"Nearest locality"			"AUSTRIA"		"VIENNE"	"VIENNE"
1696	"VIENNE 5"	"VIENNE5"	48,18	16,56	0,100	"Nearest locality"			"AUSTRIA"		"VIENNE"	"VIENNE"
1697	"SOURCE LUTTER"	"LUTTER"	48,3482	7,57755	0,001	"Georeferenced at site location"	159	159	"FRANCE"		"HUTTENHEIM"	"BAS RHIN"
1698	"INTERSTITIEL DU RUISSEAU QUELLGRABEN"	"RUGRABEN"	48,28635	7,61342	0,100	"Nearest locality"			"FRANCE"		"BINDERNHEIM"	"BAS RHIN"
1699	"PUITS (PONOR 1121) A OHABA PONOR"	"OHABAPON"	45,52737	23,14148	0,100	"Nearest locality"			"ROMANIA"		"OHABA PONOR"	"HUNEDOARA"
1700	"CODE STATION SLOVEN59"	"SLOVEN59"	46,4107	15,92911	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1701	"CODE STATION SLOVEN60"	"SLOVEN60"	46,66586	16,11771	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1702	"CODE STATION SLOVEN78"	"SLOVEN78"	46,6569	16,02909	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1703	"CODE STATION SLOVEN79"	"SLOVEN79"	46,41152	15,87221	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1704	"CODE STATION SLOVEN80"	"SLOVEN80"	46,39945	16,02507	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1705	"GORNJI PODGRAD"	"PODGRADG"	46,68304	15,96781	0,001	"Georeferenced at site location"	209	209	"SLOVENIA"		"PODGRAD"	"GORNJA RADGONA"
1706	"CODE STATION POLAND01"	"POLAND01"	49,3354	20,14	0,100	"Nearest locality"			"POLAND"		"INCONNU"	"INCONNU"
1707	"CODE STATION POLAND02"	"POLAND02"	49,2507	19,9302	0,100	"Nearest locality"			"POLAND"		"INCONNU"	"INCONNU"
1708	"CODE STATION POLAND03"	"POLAND03"	49,4793	19,6126	0,100	"Nearest locality"			"POLAND"		"INCONNU"	"INCONNU"
1709	"PTUJ"	"PTUJ1"	46,42162	15,88573	0,001	"Georeferenced at site location"	219	219	"SLOVENIA"		"PTUJ"	"PTUJ"
1710	"GORNJA RADGONA"	"RADGONAG"	46,6788	15,97104	0,001	"Georeferenced at site location"	267	267	"SLOVENIA"		"GORNJA RADGONA"	"GORNJA RADGONA"
1711	"NORTONBRUNNEN IN TRGOVISCE BEI PTUJ"	"TRGOVISC"	46,41149	16,09146	0,001	"Georeferenced at site location"	195	195	"SLOVENIA"		"TRGOVISCE"	"ORMOZ"
1712	"POVODIE HORNEHO VAHU"	"VAHBASIN"	48,94741	19,53831	1,000	"Nearest locality"			"SLOVAKIA"		"DEMANOVSKA DOLINA"	"ZILINA"
1713	"BURKHEIMER SEE 1"	"BURKH1"	48,091618	7,599351	0,001	"Georeferenced at site location"	180	180	"GERMANY"		"BURKHEIM"	"BADE WURTEMBERG"
1714	"OPFINGER SEE 1"	"OPFING1"	48,000933	7,756347	0,001	"Georeferenced at site location"	221	221	"GERMANY"		"OPFINGEN"	"BADE WURTEMBERG"
1715	"OPFINGER SEE 2"	"OPFING2"	48,007128	7,763637	0,001	"Georeferenced at site location"	222	222	"GERMANY"		"OPFINGEN"	"BADE WURTEMBERG"
1716	"OPFINGER SEE 732_069_8"	"OPFING3"	48,009458	7,767066	0,001	"Georeferenced at site location"	214	214	"GERMANY"		"OPFINGEN"	"BADE WURTEMBERG"
1718	"BURKHEIMER SEE 1"	"BURKH1"	48,091618	7,599351	0,001	"Georeferenced at site location"	180	180	"GERMANY"		"BURKHEIM"	"BADE WURTEMBERG"
1719	"LAHAU - VIENNE OU LOBAU  A_89"	"LAHAU"	48,1843	16,5224	0,001	"Georeferenced at site location"	151	151	"AUSTRIA"		"VIENNE"	"VIENNE"
1720	"WELL 701B_006"	"MITTENB"	47,4267	11,2592	0,001	"Georeferenced at site location"	922	922	"GERMANY"		"MINTTENWALD"	"GARMISCH PARTENKIRCHEN"
1721	"PUITS W2 DANS LA PLAINE ALLUVIALE DE LA RIVIERE ISAR"	"MUNICHB"	48,205833	11,636667	0,001	"Georeferenced at site location"	495	495	"GERMANY"		"MUNICH"	"BAVIERE"
1722	"PUITS W4 DANS LA PLAINE ALLUVIALE DE LA RIVIERE ISAR"	"MUNICHC"	48,207222	11,6325	0,001	"Georeferenced at site location"	496	496	"GERMANY"		"MUNICH"	"BAVIERE"
1723	"LANDAU"	"NEVESIN"	49,1931	8,11331	0,100	"Nearest locality"			"GERMANY"		"LANDAU"	"RHENANIE PALATINAT"
1724	"WELL 508A_8518"	"SWABIANA"	48,5325	10,285	0,001	"Georeferenced at site location"	444	444	"GERMANY"		"SONTHEIM AN DER BRENZ"	"SWABIAN JURA"
1725	"INTERSTITIAL TOESS RIVER HELVETIA RA199 DEPTH 60 CM"	"TOESSRI1"	47,45725	8,76943	0,001	"Georeferenced at site location"	491	491	"SWITZERLAND"		"KOLLBRUNN"	"WINTHERTUR"
1726	"PUITS W5 DANS LA PLAINE ALLUVIALE DE LA RIVIERE ISAR"	"MUNICHA"	48,207222	11,636944	0,001	"Georeferenced at site location"	493	493	"GERMANY"		"MUNICH"	"BAVIERE"
1727	"PUITS W4 DANS LA PLAINE ALLUVIALE DE LA RIVIERE ISAR"	"MUNICHC"	48,207222	11,6325	0,001	"Georeferenced at site location"	496	496	"GERMANY"		"MUNICH"	"BAVIERE"
1728	"VODNJAK OB HISI CVEN 1C"	"CVEN"	46,551064	16,208525	0,001	"Georeferenced at site location"	175	175	"SLOVENIA"		"CVEN"	"MARIBOR"
1729	"VODNJAK OB HISI MARKOVCI 71"	"PTUJ"	46,391367	15,927586	0,001	"Georeferenced at site location"	214	214	"SLOVENIA"		"MARKOVCI"	"PTUJ"
1730	"VODNJAK PRI HISI SIKOLE 2"	"RACE"	46,403097	15,703919	0,001	"Georeferenced at site location"	245	245	"SLOVENIA"		"SIKOLE"	"MARIBOR"
1731	"VODNJAK PRI HISI STARSE 31"	"STARSE"	46,472406	15,767764	0,001	"Georeferenced at site location"	239	239	"SLOVENIA"		"STARSE"	"MARIBOR"
1732	"VODNJAK PRI NOGOMETNEM IGRISCU ZLATOLICJE"	"ZLATOLI2"	46,457831	15,790094	0,001	"Georeferenced at site location"	230	230	"SLOVENIA"		"ZLATOLICJE"	"MARIBOR"
1733	"BURKHEIMER SEE 2"	"BURKH2"	48,082818	7,59308	0,001	"Georeferenced at site location"	181	181	"GERMANY"		"BURKHEIM"	"BADE WURTEMBERG"
1734	"GORNJA RADGONA"	"RADGONAG"	46,6788	15,97104	0,001	"Georeferenced at site location"	267	267	"SLOVENIA"		"GORNJA RADGONA"	"GORNJA RADGONA"
1735	"Well MIT 006_701"	"MITTENW"	47,4267	11,2592	0,001	"Georeferenced at site location"	922	922	"GERMANY"		"MINTTENWALD"	"GARMISCH PARTENKIRCHEN"
1736	"NIEDERRIMSINGER SEE 11_020_0"	"NIEDERR2"	47,994996	7,664789	0,001	"Georeferenced at site location"	193	193	"GERMANY"		"NIEDERRIMSINGEN"	"BADE WURTEMBERG"
1737	"OPFINGER SEE 732_069_8"	"OPFING3"	48,009458	7,767066	0,001	"Georeferenced at site location"	214	214	"GERMANY"		"OPFINGEN"	"BADE WURTEMBERG"
1738	"VODNJAK OB HISI CIGLENSKA C 6 SP DUPLEK"	"SPDUPLEK"	46,500694	15,758028	0,001	"Georeferenced at site location"	258	258	"SLOVENIA"		"SPODNJI DUPLEK"	"MARIBOR"
1739	"INTERSTITIAL TOESS RIVER HELVETIA RA200 DEPTH 90 CM"	"TOESSRI2"	47,45725	8,76943	0,001	"Georeferenced at site location"	491	491	"SWITZERLAND"		"KOLLBRUNN"	"WINTHERTUR"
1740	"INTERSTITIAL TOESS RIVER HELVETIA RA201 DEPTH 60 CM"	"TOESSRI3"	47,45727	8,76932	0,001	"Georeferenced at site location"	491	491	"SWITZERLAND"		"KOLLBRUNN"	"WINTHERTUR"
1741	"INTERSTITIAL TOESS RIVER HELVETIA RA202 DEPTH 90 CM"	"TOESSRI4"	47,45727	8,76932	0,001	"Georeferenced at site location"	491	491	"SWITZERLAND"		"KOLLBRUNN"	"WINTHERTUR"
1742	"VODNJAK PRI NOGOMETNEM IGRISCU ZLATOLICJE"	"ZLATOLI1"	46,457831	15,790094	0,001	"Georeferenced at site location"	230	230	"SLOVENIA"		"ZLATOLICJE"	"MARIBOR"
1743	"LAHAU - VIENNE OU LOBAU┬á A_89"	"LAHAU"	48,1843	16,5224	0,001	"Georeferenced at site location"	151	151	"AUSTRIA"		"VIENNE"	"VIENNE"
1744	"LAHAU - VIENNE OU LOBAU┬á A_89"	"LAHAU"	48,1843	16,5224	0,001	"Georeferenced at site location"	151	151	"AUSTRIA"		"VIENNE"	"VIENNE"
1745	"PUITS A96 DANS LE LOBAU"	"LOBAUA96"	48,18333	16,51667	0,100	"Nearest locality"			"AUSTRIA"		"VIENNE"	"VIENNE"
1746	"PHREATIC WATER WELL DETTINGEN UNTER TECK GERMANY"	"DETTINWE"	48,6058	9,451886	0,001	"Georeferenced at site location"	364	364	"GERMANY"		"DETTINGEN UNTER TECK"	"BADEN WURTTEMBERG"
1747	"PHREATIC WATER WELL MESSKIRCH GERMANY"	"MESSKIWE"	48,000654	9,117623	0,001	"Georeferenced at site location"	610	610	"GERMANY"		"MESSKIRCH"	"BADEN WURTTEMBERG"
1748	"PHREATIC WATER WELL SUSSEN GERMANY"	"SUSSENWE"	48,672972	9,768006	0,001	"Georeferenced at site location"	368	368	"GERMANY"		"SUSSEN"	"BADEN WURTTEMBERG"
1749	"PHREATIC WATER WELL ZIENKEN A 221016-28 GERMANY"	"ZIENKAWE"	47,855485	7,576715	0,001	"Georeferenced at site location"	220	220	"GERMANY"		"ZIENKEN"	"BADEN WURTTEMBERG"
1750	"PHREATIC WATER WELL ZIENKEN B 221017-06 GERMANY"	"ZIENKBWE"	47,849939	7,5781	0,001	"Georeferenced at site location"	217	217	"GERMANY"		"ZIENKEN"	"BADEN WURTTEMBERG"
1751	"PHREATIC WATER WELL ZIENKEN C 221017-13 GERMANY"	"ZIENKCWE"	47,850362	7,577849	0,001	"Georeferenced at site location"	209	209	"GERMANY"		"ZIENKEN"	"BADEN WURTTEMBERG"
1752	"PUITS 2 CEPKI"	"CEPKI"	45,54328	13,83449	0,001	"Georeferenced at site location"	41	41	"SLOVENIA"		"CEPKI"	"KOPER"
1753	"ANTRO DELLE SORGENTI DI BAGNOLI (105 VG)"	"CKMAP002"	45,64333	13,90962	0,100	"Nearest locality"			"ITALY"		"BAGNOLI DELLA ROSANDRA"	"FRIULI VENEZIA GIULIA"
1754	"ANTRO DELLE SORGENTI DI BAGNOLI (VG 105). BAGNOLI DELLA ROSANDRA"	"CKMAP481"	45,64333	13,90962	0,100	"Nearest locality"	56	56	"ITALY"		"SAN DORLIGO DELLA VALLE"	"FRIULI VENEZIA GIULIA"
1755	"CODE STATION SLOVEN81"	"SLOVEN81"	45,55872	13,80457	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1756	"CEPKI"	"CEPKI2"	45,5441	13,8434	0,100	"Nearest locality"			"SLOVENIA"		"CEPKI"	"KOPER"
1757	"DRAGONJA"	"DRAGONJ1"	45,46206	13,65885	0,001	"Georeferenced at site location"	48	48	"SLOVENIA"		"DRAGONJA"	"PIRAN"
1758	"SPRING K LUZA SAN DORLIGO DELLA VALLE"	"KLUZA"	45,6001	13,8544	0,100	"Nearest locality"			"ITALY"		"TRIESTE"	"TRIESTE"
1759	"CEPKI OB RIZANI KARST SPRING RISANO RIVER BASIN"	"CEPKISP"	45,54331	13,84888	0,100	"Nearest locality"			"SLOVENIA"		"RIZANA"	"KOPER"
1760	"ANTRO DELLE SORGENTI DI BAGNOLI (105 VG)"	"CKMAP002"	45,64333	13,90962	0,100	"Nearest locality"			"ITALY"		"BAGNOLI DELLA ROSANDRA"	"FRIULI VENEZIA GIULIA"
1761	"GLANBACH RIVER SALZBURG"	"GLANBACH"	47,8101	13,02193	0,001	"Georeferenced at site location"	420	420	"AUSTRIA"		"SALZBURG"	"SALZBURG"
1762	"SOURCE GOLLING GOLLING"	"GOLLING"	47,58191	13,17079	0,001	"Georeferenced at site location"	467	467	"AUSTRIA"		"SALZBURG"	"SALZBURG"
1763	"LACH 8"	"LACH8"	48,2576	13,0352	0,100	"Nearest locality"			"AUSTRIA"		"BRAUNAU AM INN"	"BRAUNAU AM INN"
1764	"SALZBURG"	"SALZBUR1"	47,8005	13,0444	0,100	"Nearest locality"			"AUSTRIA"		"SALZBURG"	"SALZBURG"
1765	"SITE LEHEN042 IN LEHEN BEI ANTHERING"	"LEHEN042"	47,8736	13,0153	0,100	"Nearest locality"			"AUSTRIA"		"LEHEN BEI ANTHERING"	"SALZBURGER"
1766	"SITE SALZB040 IN SALZBURG"	"SALZB040"	47,81461	13,07164	0,001	"Georeferenced at site location"	447	447	"AUSTRIA"		"SALZBURG"	"SALZBURGER"
1767	"SITE SALZB053 IN SALZBURG"	"SALZB053"	47,78526	13,08076	0,001	"Georeferenced at site location"	431	431	"AUSTRIA"		"SALZBURG"	"SALZBURGER"
1768	"SITE SALZB076 IN SALZBURG"	"SALZB076"	47,79934	13,01953	0,001	"Georeferenced at site location"	425	425	"AUSTRIA"		"SALZBURG"	"SALZBURGER"
1769	"SITE SALZB080 IN SALZBURG"	"SALZB080"	47,79961	13,02	0,001	"Georeferenced at site location"	426	426	"AUSTRIA"		"SALZBURG"	"SALZBURGER"
1770	"VRATNA"	"VRATNA"	44,37767	22,3719	0,100	"Nearest locality"			"SERBIA"		"VRATNA"	"JABUKOVAC"
1771	"VRATNA"	"VRATNA"	44,37767	22,3719	0,100	"Nearest locality"			"SERBIA"		"VRATNA"	"JABUKOVAC"
1772	"DESNI BREG DRAVE PRI PTUJU"	"DRAVEPTU"	46,4173	15,8715	0,100	"Nearest locality"			"SLOVENIA"		"PTUJ"	"PTUJ"
1773	"TRGOVISCE OB DRAVI"	"TRGODRAV"	46,4139	16,0927	0,100	"Nearest locality"			"SLOVENIA"		"TRGOVISCE"	"PTUJ"
1774	"VIENNE 6"	"VIENNE6"	48,2092	16,3728	0,100	"Nearest locality"			"AUSTRIA"		"VIENNE"	"VIENNE"
1775	"MALA PECINA UDUDOJ. JABUKOVAC"	"MALAPECA"	44,3506	22,3956	0,100	"Nearest locality"			"SERBIA"		"JABUKOVAC"	"JABUKOVAC"
1776	"MALA PECINA UDUDOJ. JABUKOVAC"	"MALAPECA"	44,3506	22,3956	0,100	"Nearest locality"			"SERBIA"		"JABUKOVAC"	"JABUKOVAC"
1777	"CAVE JAMA POD GRADOM LUKNJA"	"JAMAPOD"	45,81886	15,09865	0,001	"Georeferenced at site location"	210	210	"SLOVENIA"		"PRECNA"	"NOVO MESTO"
1778	"KRSKA JAMA AN DER KRKA QUELLE"	"KRSKAJAM"	45,89028	14,77602	0,001	"Georeferenced at site location"	287	287	"SLOVENIA"		"TREBNJA GORICA"	"IVANCNA GORICA"
1779	"POTISKAVC (DOBREPOLJE)"	"POTISKAV"	45,7878	14,7596	0,100	"Nearest locality"			"SLOVENIA"		"POTISKAVEC"	"GROSUPLJE"
1780	"KRSKA CAVE , KRSKA VAS, IVANCNA GORICA, SI"	"KRSKA"	45,89	14,776	"NA"	"NA"	287	287	"SLOVENIA"		"TREBNJA GORICA"	"IVANCNA GORICA"
1781	"LUCKA JAMA"	"LUCKAJAM"	45,918072	14,729887	0,001	"Georeferenced at site location"	311	311	"SLOVENIA"		"LUCE NA SOLI"	"GROSUPLJE"
1782	"POTISKAVSKA JAMA"	"POTISKA1"	45,79116	14,75533	0,001	"Georeferenced at site location"	418	418	"SLOVENIA"		"CETEZ PRI STRUGAH"	"GROSUPLJE"
1783	"POTISKAVC (DOBREPOLJE)"	"POTISKAV"	45,7878	14,7596	0,100	"Nearest locality"			"SLOVENIA"		"POTISKAVEC"	"GROSUPLJE"
1784	"CODE STATION SLOVEN57"	"SLOVEN57"	45,81164	14,76427	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1785	"CODE STATION SLOVEN58"	"SLOVEN58"	45,66742	14,93067	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1786	"CODE STATION SLOVEN74"	"SLOVEN74"	45,94892	14,67749	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1787	"CODE STATION SLOVEN75"	"SLOVEN75"	45,8926	14,77001	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1788	"CODE STATION SLOVEN76"	"SLOVEN76"	45,79606	14,95103	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1789	"CODE STATION SLOVEN77"	"SLOVEN77"	45,81215	14,76196	0,100	"Nearest locality"			"SLOVENIA"		"INCONNU"	"INCONNU"
1790	"QUELLE TOMINCEV STUDENEC BEI DVOR AN DER KRKA"	"TOSTUDEN"	45,79655	14,97333	0,001	"Georeferenced at site location"	204	204	"SLOVENIA"		"GORNJI KOT"	"NOVO MESTO"
1792	"MOBISAHT CAVE"	"MOBISAHT"	45,708221	14,789542	0,001	"Georeferenced at site location"	490	490	"SLOVENIA"		"LIPOVEC"	"RIBNICA"
1793	"EBENTAL CAVE Z604 K ST 6842"	"EBENTAL"	45,728558	14,872686	0,001	"Georeferenced at site location"	396	396	"SLOVENIA"		"POLOM KOCEVJE"	"KOCEVJE"
1794	"MOBISAHT CAVE"	"MOBISAHT"	45,708221	14,789542	0,001	"Georeferenced at site location"	490	490	"SLOVENIA"		"LIPOVEC"	"RIBNICA"
1795	"CAVE JAMA POD GRADOM LUKNJA"	"JAMAPOD"	45,81886	15,09865	0,001	"Georeferenced at site location"	210	210	"SLOVENIA"		"PRECNA"	"NOVO MESTO"
1797	"LUSKA JAMA BEI LUCE"	"LUSKAJAM"	45,91807	14,72989	0,100	"Nearest locality"			"SLOVENIA"		"LUCE"	"GROSUPLJE"
1798	"JAMA POD GRADOM LUKNJA, PRECNA (NOVO MESTO)"	"PRECNACA"	45,81352	15,12079	0,100	"Nearest locality"			"SLOVENIA"		"PRECNA"	"NOVO MESTO"
1799	"QUELLE TOMINCEV STUDENEC BEI DVOR AN DER KRKA"	"TOSTUDEN"	45,79655	14,97333	0,001	"Georeferenced at site location"	204	204	"SLOVENIA"		"GORNJI KOT"	"NOVO MESTO"
1800	"QUELLE TOMINCEV STUDENEC BEI DVOR AN DER KRKA"	"TOSTUDEN"	45,79655	14,97333	0,001	"Georeferenced at site location"	204	204	"SLOVENIA"		"GORNJI KOT"	"NOVO MESTO"
1801	"LUCKA JAMA"	"LUCKAJAM"	45,918072	14,729887	0,001	"Georeferenced at site location"	311	311	"SLOVENIA"		"LUCE NA SOLI"	"GROSUPLJE"
1802	"CUEVA DEL GATO BENAOJAN"	"GATO"	36,727515	-5,238256	0,001	"Georeferenced at site location"	463	463	"SPAIN"		"BENAOJAN"	"MALAGA"
1803	"CUEVA DEL GATO BENAOJAN"	"GATO"	36,727515	-5,238256	0,001	"Georeferenced at site location"	463	463	"SPAIN"		"BENAOJAN"	"MALAGA"
1804	"CUEVA DEL GATO BENAOJAN"	"GATO"	36,727515	-5,238256	0,001	"Georeferenced at site location"	463	463	"SPAIN"		"BENAOJAN"	"MALAGA"
1805	"CUEVA DEL GATO BENAOJAN"	"GATO"	36,727515	-5,238256	0,001	"Georeferenced at site location"	463	463	"SPAIN"		"BENAOJAN"	"MALAGA"
1806	"CUEVA DEL GATO BENAOJAN"	"GATO"	36,727515	-5,238256	0,001	"Georeferenced at site location"	463	463	"SPAIN"		"BENAOJAN"	"MALAGA"
1807	"WELL ALONG THE RAILWAY"	"BERLANGA"	41,45965	-2,88155	0,010	"Nearest locality"			"SPAIN"		"BERLANGA DE DUERO"	"SORIA"
1808	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR16AV IN CHATILLON LA PALUD"	"AINR16AV"	45,96961667	5,259166667	0,001	"Georeferenced at site location"	224	224	"FRANCE"		"CHATILLON LA PALUD"	"AIN"
1809	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR26AV IN CHAZEY SUR AIN"	"AINR26AV"	45,8881	5,24785	0,001	"Georeferenced at site location"	212	212	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
1810	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR28AM IN CHAZEY SUR AIN"	"AINR28AM"	45,8886	5,239683333	0,001	"Georeferenced at site location"	209	209	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
1811	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR30AV IN CHAZEY SUR AIN"	"AINR30AV"	45,8834	5,224266667	0,001	"Georeferenced at site location"	209	209	"FRANCE"		"CHAZEY SUR AIN"	"AIN"
1812	"HYPORHEIC ZONE OF THE RIVER AIN SITE AINR33AM IN SAINT JEAN DE NIOST"	"AINR33AM"	45,83656667	5,236216667	0,001	"Georeferenced at site location"	198	198	"FRANCE"		"SAINT JEAN DE NIOST"	"AIN"
1813	"RIVIERE LE VERDON"	"ALLOS"	44,223395	6,631758	0,001	"Georeferenced at site location"	1372	1372	"FRANCE"		"ALLOS"	"ALPES DE HAUTE PROVENCE"
1814	"SOURCE DE LA BAUME ARCHEE"	"AMOARCHE"	47,02941	6,28427	0,001	"Georeferenced at site location"	410	410	"FRANCE"		"MOUTHIER HAUTE PIERRE"	"DOUBS"
1815	"RIVIERE AZERGUE TERNAND"	"AZERGUES"	45,92867	4,551465	0,001	"Georeferenced at site location"	262	262	"FRANCE"		"SAINT LAURENT D OINGT"	"RHONE"
1816	"EMERGENCE PERENNE SOUS EBOULIS UNE CENTAINE DE METRES A L AMONT DE LA GROTTE DE LA BAUME ARCHEE GRIFFONS 1 ET 2"	"BAUMARCH"	47,02941	6,28427	0,001	"Georeferenced at site location"	410	410	"FRANCE"		"MOUTHIER HAUTE PIERRE"	"DOUBS"
1817	"LOUE PONT DE BELMONT"	"BELMONT"	47,00945	5,594722	0,001	"Georeferenced at site location"	209	209	"FRANCE"		"BELMONT"	"JURA"
1818	"EYGUES AMONT DOWNWELLING"	"EYGUAM1"	44,366081	5,464505	0,001	"Georeferenced at site location"	558	558	"FRANCE"		"VERCLAUSE"	"DROME"
1819	"EYGUES AMONT UPWELLING"	"EYGUAM7"	44,380322	5,425887	0,001	"Georeferenced at site location"	529	529	"FRANCE"		"VERCLAUSE"	"DROME"
1820	"SOURCE DES FROIDIERES"	"FROIDIER"	45,957941	5,547341	0,001	"Georeferenced at site location"	490	490	"FRANCE"		"CHALEY"	"AIN"
1821	"SOURCE GLORIETTE"	"GLORIETT"	43,9081	3,17723	0,001	"Georeferenced at site location"	723	723	"FRANCE"		"CORNUS"	"AVEYRON"
1822	"SOURCE DE LA SEILLE GRIFFONS 2 3 ET 4"	"LADOSEIL"	46,76502	5,69209	0,001	"Georeferenced at site location"	425	425	"FRANCE"		"LADOYE SUR SEILLE"	"JURA"
1823	"SOURCE SUR L AFFLUENT EN RIVE GAUCHE DE LA SOURCE CAPTEE"	"LAFRAGAU"	46,554441	5,813693	0,001	"Georeferenced at site location"	706	706	"FRANCE"		"LA FRASNEE"	"JURA"
1824	"AMONT CAMPING RIOCLAR LE BOURGET SITE 2"	"LEBOURG2"	44,398472	6,536071	0,001	"Georeferenced at site location"	1055	1055	"FRANCE"		"MEOLANS"	"ALPES DE HAUTE PROVENCE"
1825	"RESURGENCE DE MOLINO VAL DE BUSTABLADO"	"MOLINO"	43,28032	-3,63355	0,001	"Georeferenced at site location"	210	210	"SPAIN"		"ARREDONDO"	"CANTABRIA"
1826	"SOURCE CAPTEE DE L ARCE A L AIR LIBRE EXTERIEUR ET A L INTERIEUR DU CAPTAGE"	"MOREARCE"	46,512292	6,028069	0,001	"Georeferenced at site location"	739	739	"FRANCE"		"MOREZ"	"JURA"
1827	"PETITE SOURCE DE LA CUISANCE EN FORME DE VASQUE RETENUE D EAU ALIMENTEE PAR QUELQUES GRIFFONS"	"PETICUIS"	46,8693	5,80785	0,001	"Georeferenced at site location"	429	429	"FRANCE"		"ARBOIS"	"JURA"
1828	"SOURCE DE PLAINMONT RESURGENCE ANCIENNEMENT CAPTEE ECHANTILLONNAGE REALISE SUR UN GRIFFON EN RIVE DROITE SOUS UNE DALLE DU CAPTAGE"	"PLAINMON"	47,185741	6,515843	0,001	"Georeferenced at site location"	556	556	"FRANCE"		"LA SOMMETTE"	"DOUBS"
1829	"SOURCE SANGUINIERE SED 69"	"SANGUINI"	44,252	6,77326	0,001	"Georeferenced at site location"	2074	2074	"FRANCE"		"ENTRAUNES"	"ALPES MARITIMES"
1830	"SOURCE SANGUINIERE SED 69"	"SANGUINI"	44,252	6,77326	0,001	"Georeferenced at site location"	2074	2074	"FRANCE"		"ENTRAUNES"	"ALPES MARITIMES"
1831	"GROTTE SARRAZINE"	"SARRAZIN"	46,965608	6,007936	0,001	"Georeferenced at site location"	463	463	"FRANCE"		"NANS SOUS SAINTE ANNE"	"DOUBS"
1832	"PAS LOIN DE SAUGEOT SUR UNE SOURCE CAPTEE"	"SAUGCAPT"	46,59748	5,83684	0,001	"Georeferenced at site location"	691	691	"FRANCE"		"SAUGEOT"	"JURA"
1833	"SOURCE LA PLUS A L AMONT ECHANTILLONNEE AU FOND DE LA RECULEE DU BOIS DE SAUTELARD"	"SAUTELAR"	46,75758	5,68887	0,001	"Georeferenced at site location"	409	409	"FRANCE"		"LADOYE SUR SEILLE"	"JURA"
1834	"SOURCE PRES DES GROTTES DE LA DOYE APRES LA CONFLUENCE ENTRE LES DEUX PREMIERS GRIFFONS GRIFFON 3"	"SOURNANS"	46,78342	5,98081	0,001	"Georeferenced at site location"	712	712	"FRANCE"		"LES NANS"	"JURA"
1835	"BUECH RIVER AVAL A SISTERON AMONT DE PLAINE DOWNWELLING"	"BUECHAVD"	44,201543	5,921409	0,001	"Georeferenced at site location"	466	466	"FRANCE"		"SISTERON"	"HAUTES ALPES"
1836	"ALBARINE PONT DE LA VIOLETTE"	"VIOLETTE"	45,93552	5,53059	0,001	"Georeferenced at site location"	395	395	"FRANCE"		"TENAY"	"AIN"
1837	"HYPORHEIC ZONE OF THE RIVER RHONE IN GRIGNY"	"GRIGNYHY"	45,606148	4,797201	0,001	"Georeferenced at site location"	155	155	"FRANCE"		"GRIGNY"	"RHONE"
1839	"SOURCE MAGLIA SED 72"	"MAGLIA"	43,97152	7,47518	0,001	"Georeferenced at site location"	839	839	"FRANCE"		"BREIL SUR ROYA"	"ALPES MARITIMES"
1841	"SOURCE SANGUINIERE SED 69"	"SANGUINI"	44,252	6,77326	0,001	"Georeferenced at site location"	2074	2074	"FRANCE"		"ENTRAUNES"	"ALPES MARITIMES"
1842	"CONTRE CANAL DU RHIN A ARTOLSHEIM"	"ARTOLSHE"	48,20421	7,63987	0,001	"Georeferenced at site location"	172	172	"FRANCE"		"ARTOLSHEIM"	"BAS RHIN"
1843	"ILE DE RHINAU LE SCHAFTHEU"	"ILERHIN1"	48,2523	7,67539	0,001	"Georeferenced at site location"	167	167	"FRANCE"		"RHINAU"	"BAS RHIN"
1844	"ILE DE RHINAU LE SCHAFTHEU"	"ILERHIN2"	48,27399	7,68013	0,001	"Georeferenced at site location"	165	165	"FRANCE"		"RHINAU"	"BAS RHIN"
